id,source_id,split,label,expresses_positive_emotion,contains_praise,mentions_enjoyment,describes_high_quality,expresses_negative_emotion,contains_criticism,mentions_disappointment,describes_low_quality,mentions_good_acting_or_writing,mentions_bad_acting_or_writing,contains_comparison,uses_strong_opinion,contains_irony_or_sarcasm,contains_mixed_sentiment,sounds_uncertain,uses_emotional_language,contains_recommendation,mentions_exciting_content,mentions_boredom,sounds_confident
sst2_02127,train_3859,test,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_02129,train_28042,test,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02130,train_28489,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_02131,train_66514,train,positive,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
sst2_02133,train_48458,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_02134,train_39618,train,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_02132,train_15825,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1
sst2_02136,train_37038,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_02137,train_26730,test,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_02135,train_58960,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02138,train_25516,train,positive,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_02139,train_27483,test,positive,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
sst2_02140,train_57803,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
sst2_02141,train_12397,test,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02143,train_31760,train,negative,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1
sst2_02142,train_21196,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_02144,train_13822,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02145,train_7719,train,positive,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_02146,train_56574,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1
sst2_02147,train_4781,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02148,train_24081,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1
sst2_02150,train_65865,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
sst2_02151,train_17786,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_02152,train_13906,test,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_02149,train_17615,test,positive,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
sst2_02153,train_11067,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_02154,train_38633,test,positive,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_02155,train_65695,test,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02156,train_31431,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02157,train_63046,train,positive,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02158,train_62633,test,positive,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_02159,train_55333,test,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_02160,train_43909,train,negative,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_02162,train_62864,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_02161,train_29742,train,negative,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1
sst2_02163,train_49244,train,positive,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
sst2_02164,train_8163,train,positive,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
sst2_02165,train_55014,test,positive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_02166,train_67243,test,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02169,train_18805,train,negative,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1
sst2_02168,train_35967,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02167,train_55245,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
sst2_02170,train_9148,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_02171,train_65012,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_02172,train_4525,test,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_02176,train_65455,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sst2_02175,train_65104,train,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02173,train_46037,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02174,train_31324,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
sst2_02178,train_26481,train,positive,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1
sst2_02179,train_2866,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02180,train_8728,train,positive,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_02181,train_51195,test,negative,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1
sst2_02177,train_36414,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1
sst2_02182,train_42498,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02184,train_21376,train,positive,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
sst2_02183,train_49362,test,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_02186,train_58014,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_02187,validation_263,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
sst2_02185,train_43585,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02188,train_14024,train,negative,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
sst2_02189,train_9340,test,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_02193,train_53497,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_02192,train_49035,test,positive,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_02190,train_44022,test,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_02191,train_13709,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_02194,train_23088,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_02196,train_33219,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_02195,train_64259,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_02197,train_27778,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02198,train_48646,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02199,train_10125,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02200,train_16933,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02203,train_808,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_02204,train_20412,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
sst2_02205,train_10883,train,positive,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
sst2_02201,train_61277,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
sst2_02202,train_38270,train,negative,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_02206,train_34252,train,positive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_02208,train_55830,test,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02207,train_962,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02210,train_5960,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_02209,train_4948,train,positive,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
sst2_02211,train_57273,train,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sst2_02212,train_18064,train,negative,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_02213,train_26950,train,positive,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_02214,validation_139,test,negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_02216,train_63170,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_02217,train_63017,train,positive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_02215,train_31347,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_02219,train_7525,train,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_02218,train_31447,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02220,train_52617,train,positive,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
sst2_02222,train_56370,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02221,train_12347,train,negative,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sst2_02223,train_7832,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_02224,train_59207,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
sst2_02226,train_62700,test,negative,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1
sst2_02228,train_34302,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_02225,train_2429,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_02227,train_61960,train,positive,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
sst2_02229,train_24883,test,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_02230,train_4464,train,positive,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
sst2_02231,train_64495,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_02233,train_26159,train,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_02232,train_3134,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02234,train_2227,test,negative,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
sst2_02235,train_53950,train,positive,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_02236,train_57233,train,negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
sst2_02237,train_54206,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_02238,train_52545,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02239,train_17510,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0
sst2_02241,train_65160,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_02240,train_24360,train,positive,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_02244,train_57888,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02242,train_52720,train,positive,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
sst2_02243,train_25226,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
sst2_02245,train_26741,train,positive,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
sst2_02246,train_24384,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02247,train_20757,train,positive,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1
sst2_02249,train_10674,test,negative,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1
sst2_02248,train_55638,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_02251,train_54861,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
sst2_02250,train_36719,test,negative,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1
sst2_02252,train_39807,train,positive,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0
sst2_02253,train_33212,test,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_02255,train_55023,train,negative,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02254,train_31831,train,negative,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_02256,train_32311,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_02257,train_8765,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_02258,train_40341,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_02260,train_60598,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_02259,train_25639,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1
sst2_02262,train_42340,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_02261,validation_277,train,positive,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
sst2_02263,train_25090,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1
sst2_02264,train_40796,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_02266,train_40759,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02265,train_3792,train,positive,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
sst2_02268,train_46417,test,positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
sst2_02267,train_213,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02269,train_55884,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1
sst2_02270,train_62480,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_02271,train_37616,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02272,train_56005,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02274,train_20764,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1
sst2_02275,train_56557,train,negative,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
sst2_02276,train_54305,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02273,train_55889,train,positive,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_02277,train_56665,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_02278,train_17863,test,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_02283,train_25003,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_02280,train_63795,train,positive,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1
sst2_02279,train_50398,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_02281,train_47468,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1
sst2_02282,train_8466,test,negative,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02284,train_3925,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1
sst2_02285,train_52259,test,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02286,train_54492,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02288,train_16286,train,positive,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
sst2_02287,train_32298,test,negative,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1
sst2_02289,train_28765,train,negative,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1
sst2_02290,train_58395,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_02292,train_40925,test,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02291,train_36017,train,positive,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
sst2_02293,train_42857,train,negative,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
sst2_02296,train_4929,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02295,train_2257,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_02294,train_51062,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02298,train_23343,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1
sst2_02297,train_10818,train,positive,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
sst2_02300,train_45460,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_02299,train_47897,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_02302,train_17423,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_02301,train_56090,train,positive,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1
sst2_02303,train_46252,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1
sst2_02304,train_42729,test,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02308,train_64478,test,negative,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_02307,train_14136,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_02305,train_16356,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sst2_02306,validation_807,train,positive,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
sst2_02309,train_17698,train,positive,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
sst2_02310,train_12609,test,positive,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
sst2_02311,train_3096,test,positive,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_02313,train_49886,test,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1
sst2_02312,train_38890,train,negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_02314,train_39963,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02315,train_51382,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
sst2_02316,train_7983,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1
sst2_02317,train_32084,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
sst2_02318,train_46281,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_02320,train_10500,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
sst2_02319,train_50198,train,negative,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1
sst2_02321,train_42914,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1
sst2_02322,train_34132,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1
sst2_02323,train_6722,train,positive,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
sst2_02324,train_58413,test,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02326,train_65724,train,positive,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_02325,train_61687,train,negative,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
sst2_02327,train_2171,test,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_02328,train_58891,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_02330,train_56489,train,positive,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_02329,train_2108,train,positive,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
sst2_02332,train_22820,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_02331,train_65480,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1
sst2_02333,train_42973,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_02334,train_53131,train,positive,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1
sst2_02338,train_46901,test,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02337,train_5186,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02336,validation_346,test,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
sst2_02339,train_63939,test,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1
sst2_02335,train_53965,train,positive,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
sst2_02340,train_31078,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02341,train_39711,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_02342,train_12536,train,positive,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1
sst2_02345,train_28086,test,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_02343,train_11103,train,positive,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_02346,train_63446,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_02344,train_34654,test,positive,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_02347,train_32835,train,negative,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
sst2_02349,train_782,train,positive,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
sst2_02348,train_9614,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1
sst2_02350,train_55556,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
sst2_02351,train_28661,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_02352,train_7321,train,positive,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_02353,train_5469,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02355,train_12132,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1
sst2_02356,train_16389,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_02354,train_54141,test,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_02357,train_31816,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1
sst2_02358,train_14964,test,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1
sst2_02359,train_30357,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_02360,train_60026,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_02361,train_39579,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_02363,train_52521,train,positive,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
sst2_02364,train_38027,train,positive,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
sst2_02362,train_4579,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1
sst2_02365,train_51984,train,negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
sst2_02366,train_10208,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_02367,train_444,train,positive,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_02368,train_60890,train,negative,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_02369,train_49307,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
